0.000000000000000000e+00,0.000000000000000000e+00,9.938354733403269581e-01,5.931135259073492400e-03,2.333914005996473150e-04
1.000000000000000000e+00,0.000000000000000000e+00,1.956822263248506610e-01,9.960288191693983384e-02,7.047148917582094496e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.444751468474978484e-01,1.405457799602292945e-01,7.149790731922728293e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.929885191925994503e-01,7.001911185188058016e-03,9.569622212506415093e-06
4.000000000000000000e+00,0.000000000000000000e+00,9.944043476400119541e-01,5.535803132512824229e-03,5.984922747527109815e-05
5.000000000000000000e+00,0.000000000000000000e+00,1.440085058165178622e-01,1.438538245830422169e-01,7.121376696004398932e-01
6.000000000000000000e+00,0.000000000000000000e+00,1.948960804174808548e-01,1.045390260191578213e-01,7.005648935633613794e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.931150953279934690e-01,6.612858002767905800e-03,2.720466692386624974e-04
7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,3.109123259383079763e-01,7.594123340747385709e-02,6.131464406542181944e-01
5.000000000000000000e+00,1.000000000000000000e+00,1.888586514104140246e-01,8.995294497309606896e-02,7.211884036164899481e-01
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.857423291342285010e-01,9.236618605480205468e-02,7.218914848109694304e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.116388739304219446e-01,7.037316556136348489e-02,6.179879605082145844e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,9.957309227707018540e-01,4.269077229298224099e-03,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.898270676662570378e-01,7.082095211856961892e-02,7.393519802151733433e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.703195675191996994e-01,1.150346848066629984e-01,5.146457476741372883e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000000e+00,3.703471393368205633e-01,1.167378638768709342e-01,5.129149967863084747e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.910208037974447937e-01,7.208385675519762836e-02,7.368953394473576335e-01
7.000000000000000000e+00,2.000000000000000000e+00,9.963984475501741489e-01,3.601552449825894467e-03,0.000000000000000000e+00
7.000000000000000000e+00,3.000000000000000000e+00,8.343345112382510864e-01,3.158481729672973221e-02,1.340806714650191744e-01
6.000000000000000000e+00,3.000000000000000000e+00,1.533752349315804508e-01,4.526707583781088007e-02,8.013576892306086830e-01
5.000000000000000000e+00,3.000000000000000000e+00,7.489593678831267809e-01,1.770049864074117463e-01,7.403564570946134793e-02
4.000000000000000000e+00,3.000000000000000000e+00,9.955696870318098135e-01,4.430312968190159607e-03,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,9.958982547639951832e-01,4.101745236004819377e-03,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,7.613188090907198058e-01,1.641425179518165578e-01,7.453867295746365029e-02
1.000000000000000000e+00,3.000000000000000000e+00,1.501847649900365511e-01,4.336804916672731824e-02,8.064471858432361584e-01
0.000000000000000000e+00,3.000000000000000000e+00,8.364238298031095864e-01,3.335698460081563954e-02,1.302191855960747324e-01
0.000000000000000000e+00,4.000000000000000000e+00,5.241365512113189684e-01,3.826533378336255398e-02,4.375981150053184221e-01
1.000000000000000000e+00,4.000000000000000000e+00,5.874088502428147507e-01,3.410664070473021919e-02,3.784845090524549538e-01
2.000000000000000000e+00,4.000000000000000000e+00,9.776304401794582155e-01,2.236955982054184000e-02,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,5.958919918668381666e-01,3.548213713546387593e-01,4.928663677852308106e-02
4.000000000000000000e+00,4.000000000000000000e+00,5.723242806091131119e-01,3.741430682238879868e-01,5.353265116699882503e-02
5.000000000000000000e+00,4.000000000000000000e+00,9.736320665504196725e-01,2.636793344958025115e-02,0.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000000e+00,5.869571886926614468e-01,3.652084751975151478e-02,3.765219637875870662e-01
7.000000000000000000e+00,4.000000000000000000e+00,5.235245679051199197e-01,3.607881979551964824e-02,4.403966122993603904e-01
7.000000000000000000e+00,5.000000000000000000e+00,2.176994886205072532e-01,1.634823401912987861e-01,6.188181711881940439e-01
6.000000000000000000e+00,5.000000000000000000e+00,3.631836863293120832e-01,3.749102246151458928e-02,5.993252912091733275e-01
5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,4.569130454322962165e-01,2.667819268778995889e-01,2.763050276898041946e-01
3.000000000000000000e+00,5.000000000000000000e+00,4.610704319659654216e-01,2.613491030172130358e-01,2.775804650168215426e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,3.650689017389474600e-01,3.538091828133777678e-02,5.995501799797147147e-01
0.000000000000000000e+00,5.000000000000000000e+00,2.234496793978687779e-01,1.608271628123015828e-01,6.157231577898296671e-01
0.000000000000000000e+00,6.000000000000000000e+00,1.850402811498138428e-02,5.493884068929721920e-02,9.265571311957214728e-01
1.000000000000000000e+00,6.000000000000000000e+00,5.216319084079442669e-01,7.596029950796059915e-02,4.024077920840951061e-01
2.000000000000000000e+00,6.000000000000000000e+00,9.536798371084690418e-01,3.828501830856892441e-02,8.035144582962023413e-03
3.000000000000000000e+00,6.000000000000000000e+00,4.671934846630881877e-01,4.049668370427326192e-01,1.278396782941791932e-01
4.000000000000000000e+00,6.000000000000000000e+00,4.459863229022156261e-01,4.112580282083821426e-01,1.427556488894022868e-01
5.000000000000000000e+00,6.000000000000000000e+00,9.518923240996441937e-01,4.018936240687674688e-02,7.918313493479108012e-03
6.000000000000000000e+00,6.000000000000000000e+00,5.258686652744245515e-01,7.125966021014605578e-02,4.028716745154293788e-01
7.000000000000000000e+00,6.000000000000000000e+00,1.904108253985013072e-02,5.867958466260598388e-02,9.222793327975438160e-01
7.000000000000000000e+00,7.000000000000000000e+00,3.709925733753484112e-01,1.590343907229788689e-01,4.699730359016727199e-01
6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,4.703161937716457963e-01,1.043197198469214826e-01,4.253640863814326378e-01
4.000000000000000000e+00,7.000000000000000000e+00,7.157660625826175460e-01,1.196592592246895903e-01,1.645746781926928914e-01
3.000000000000000000e+00,7.000000000000000000e+00,7.162399394087034521e-01,1.181095073654058469e-01,1.656505532258907010e-01
2.000000000000000000e+00,7.000000000000000000e+00,4.741512017483570096e-01,9.706414212606330472e-02,4.287846561255796995e-01
1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,3.712489257251996300e-01,1.551715361225985412e-01,4.735795381522018843e-01
